region,county,state,msa,pmsa,pop.density,pop,pop.change,age6574,age75,crime,college,income,farm,democrat,republican,Perot,white,black,turnout
West,Alameda,CA,7362,5775,1773,1279182,18.29999924,6.199999809,4.400000095,8220,28.79999924,45037,0,63,20.60000038,15.39999962,59.55485535,17.92153168,41.44406509
West,Alpine,CA,NA,NA,2,1113,4.199999809,4.300000191,3.200000048,7130,24,29276,0,34.09999847,35.20000076,29.5,72.41689301,0.53908354,56.69362259
West,Amador,CA,NA,NA,54,30039,65,10.89999962,6.699999809,2588,14,35062,1.399999976,34.20000076,35.5,29.5,89.53028107,5.599387646,51.37987137
West,Butte,CA,1620,NA,115,182120,31,10.10000038,7.199999809,4808,19.5,28314,1.5,38.20000076,37.20000076,23.79999924,90.70941925,1.296397924,46.68021011
West,Calaveras,CA,NA,NA,35,31998,70.80000305,11.60000038,6.099999905,3313,14.39999962,32211,1.299999952,35.20000076,35.29999924,28.5,95.65910339,0.57503593,53.10019302
West,Colusa,CA,NA,NA,15,16275,31.60000038,7.800000191,5.099999905,4184,11.10000038,28230,7.699999809,31.89999962,45.90000153,21.39999962,76.44853973,0.589861751,34.62365723
West,Contra Costa,CA,7362,5775,1167,803732,28.10000038,6.599999905,4.300000191,6246,31.60000038,51651,0.100000001,50.90000153,29.5,18.89999962,76.02073669,9.278839111,47.63067627
West,Del Norte,CA,NA,NA,29,23460,58.5,8,4.900000095,4009,10,26992,0.699999988,38.90000153,33,27.5,86.14662933,3.657289028,39.86785889
West,El Dorado,CA,6922,6920,81,125995,61,7.699999809,4.099999905,4006,20.79999924,39823,0.899999976,32.40000153,39.90000153,27,94.54184723,0.480971456,51.49966431
West,Fresno,CA,2840,NA,118,667490,37.09999847,6.099999905,4.300000191,9100,16.89999962,29970,2.799999952,42.20000076,40.70000076,16.60000038,63.34761429,5.007266045,32.83359909
West,Glenn,CA,NA,NA,19,24798,19.5,8,6,3417,9.399999619,27216,10.10000038,30.20000076,43.20000076,25.79999924,85.39398193,0.552463889,35.55125427
West,Humboldt,CA,NA,NA,34,119118,12.39999962,7.199999809,5.099999905,4718,20,30357,0.800000012,48.09999847,30.5,20.60000038,90.5664978,0.805923522,50.38785172
West,Imperial,CA,NA,NA,31,109303,40,6.5,3.700000048,7208,9.699999809,25147,0.899999976,43.90000153,38.5,16.79999924,67.34947968,2.398836374,23.16313362
West,Inyo,CA,NA,NA,2,18281,2.700000048,10.69999981,7.800000191,3735,13.5,30460,0.800000012,31.79999924,43.59999847,23.60000038,86.30271912,0.432142675,46.29943848
West,Kern,CA,680,NA,72,543477,45.79999924,5.900000095,3.799999952,6561,13.30000019,31714,0.600000024,33.79999924,45.09999847,20.60000038,69.64029694,5.544116974,32.98447037
West,Kings,CA,NA,NA,77,101469,45.59999847,4.599999905,3.099999905,4295,9,27614,2.599999905,38.90000153,41.59999847,19.10000038,64.22257233,8.123662949,25.27964211
West,Lake,CA,NA,NA,43,50631,47.90000153,13.89999962,8.699999809,5241,10.69999981,26563,1.600000024,45.40000153,28.79999924,25,91.81331635,1.842744589,45.84740448
West,Lassen,CA,NA,NA,6,27598,29.70000076,6.5,3.799999952,2158,11.69999981,31803,3.5,32.70000076,37,29,87.74186707,6.228712082,37.5461998
West,Los Angeles,CA,4472,4480,2230,8863164,21.10000038,5.699999809,4,7614,22.29999924,39035,0,52.5,29,17.70000076,56.80931854,11.20338058,31.06568909
West,Madera,CA,2840,NA,46,88090,56.90000153,7.5,4.800000191,4791,11.69999981,30246,4.400000095,35.90000153,43.20000076,20.39999962,71.93665314,2.831195354,34.33420181
West,Marin,CA,7362,7360,450,230096,5,7.300000191,5,4028,44,59157,0.300000012,58.29999924,23.29999924,17.60000038,88.71427917,3.551561117,56.80541992
West,Mariposa,CA,NA,NA,11,14302,38.09999847,11.19999981,6.300000191,3418,16.79999924,29468,1.799999952,36.5,36,26.70000076,92.44161987,0.853027523,57.94294357
West,Mendocino,CA,NA,NA,23,80345,22.39999962,8,5.5,3163,17.79999924,31276,2.599999905,50.20000076,21.79999924,26.70000076,89.64590454,0.631028712,45.47638321
West,Merced,CA,4940,NA,98,178403,40.5,5.699999809,3.5,4715,12,28269,5,40.90000153,36.5,22.10000038,67.42038727,4.777386189,27.62509537
West,Modoc,CA,NA,NA,2,9678,14,10.30000019,6.599999905,2338,11.19999981,27407,7.099999905,32.20000076,39,27.39999962,90.95887756,0.805951655,47.78879929
West,Mono,CA,NA,NA,3,9956,16.10000038,4.099999905,2.099999905,5225,21.89999962,35932,0.800000012,34.20000076,36.09999847,28.70000076,92.69786835,0.431900352,43.74246597
West,Monterey,CA,7120,NA,111,355660,26.79999924,5.800000191,4,4922,21.5,36223,1,47,31.20000076,21,63.82725143,6.424394131,32.80914307
West,Napa,CA,7362,8720,150,110765,14.10000038,9,7.5,4472,22.29999924,42789,1.799999952,45.29999924,29.29999924,24.60000038,88.89901733,1.086985946,48.25983047
West,Nevada,CA,NA,NA,87,78510,61.09999847,11.5,6.599999905,3494,22.10000038,36942,0.699999988,34.90000153,39.20000076,25,97.27550507,0.22927016,56.29983521
West,Orange,CA,4472,5945,3146,2410556,28.60000038,5.400000095,3.799999952,5873,27.79999924,51167,0,31.60000038,43.90000153,23.89999962,78.59568787,1.770587325,40.34542084
West,Placer,CA,6922,6920,133,172796,59.59999847,7.199999809,4.800000191,5048,22.70000076,42805,1,33.70000076,41.90000153,23.79999924,93.72207642,0.597814739,52.87506485
West,Plumas,CA,NA,NA,8,19739,19.39999962,11,5.900000095,4878,15.10000038,29967,0.5,37.59999847,36.20000076,25.60000038,94.179039,0.770049155,50.40275574
West,Riverside,CA,4472,6780,179,1170413,94.30000305,7.900000095,5.300000191,7993,14.60000038,37694,0.400000006,38.59999847,37.09999847,23.79999924,76.44882965,5.433210373,36.76266479
West,Sacramento,CA,6922,6920,1132,1041219,39.59999847,6.5,4.099999905,7932,23,37841,0.300000012,43.59999847,35.40000153,20.20000076,75.1355896,9.328392982,43.55587006
West,San Benito,CA,NA,NA,28,36697,53.5,6,3.900000095,4132,14.39999962,39637,4.599999905,42,32.29999924,25,69.80679321,0.555903733,34.71400833
West,San Bernardino,CA,4472,6780,76,1418380,71.40000153,5.300000191,3.5,6491,14.89999962,36977,0.100000001,38.70000076,37.20000076,23,72.99369812,8.103188515,33.42334366
West,San Diego,CA,7320,NA,619,2498016,39.70000076,6.5,4.400000095,6816,25.29999924,39798,0.300000012,37.20000076,35.70000076,26.29999924,74.94972229,6.377301216,39.49718475
West,San Francisco,CA,7362,7360,15609,723959,7.400000095,7.900000095,6.599999905,9639,35,40561,0,72.40000153,17.79999924,9,53.56422043,10.91760731,44.50624847
West,San Joaquin,CA,8120,NA,360,480628,45.09999847,6.5,4.599999905,8393,13.19999981,34701,2.200000048,41.29999924,37.79999924,20.20000076,73.48073578,5.637207985,32.0851059
West,San Luis Obispo,CA,7460,NA,67,217162,41.90000153,8.399999619,5.699999809,3655,22.89999962,37086,1.299999952,38.40000153,34.79999924,26.10000038,89.15878296,2.637201786,48.17555618
West,San Mateo,CA,7362,7360,1477,649623,13,7.300000191,5,4595,31.29999924,53430,0,54,27.20000076,18.29999924,71.87014771,5.431303978,42.56438065
West,Santa Barbara,CA,7480,NA,137,369608,25.70000076,6.900000095,5.400000095,4854,26.60000038,41289,0.600000024,42.5,35.29999924,21.60000038,77.23344421,2.814332962,44.03475952
West,Santa Clara,CA,7362,7400,1184,1497577,18,5.300000191,3.400000095,5037,32.59999847,53670,0.100000001,49.20000076,28.39999962,21.39999962,68.9240036,3.75346303,40.20193863
West,Santa Cruz,CA,7362,7485,518,229734,22.79999924,6.099999905,5.199999809,5845,29.70000076,43130,0.400000006,58.09999847,21.89999962,19,83.94447327,1.145672798,49.61912537
West,Shasta,CA,6690,NA,42,147036,36.29999924,8.600000381,5.5,4888,13.69999981,30332,0.899999976,31.60000038,41.20000076,26.29999924,93.83892059,0.735194087,46.49133682
West,Sierra,CA,NA,NA,3,3318,6.199999809,10.19999981,7.199999809,3395,15.89999962,29911,1.5,34.79999924,36.90000153,27.70000076,95.69017792,0.18083182,56.50994492
West,Siskiyou,CA,NA,NA,7,43531,11.5,9.899999619,6.599999905,3682,14.19999981,26073,3.700000048,39.90000153,32.20000076,26.89999962,92.12974548,1.587374568,47.50407791
West,Solano,CA,7362,8720,437,340421,53.90000153,5.199999809,3,6261,18.70000076,42392,0.600000024,48.70000076,29.39999962,21.10000038,66.76791382,13.46538544,38.80812454
West,Sonoma,CA,7362,7500,254,388222,33.79999924,7.5,5.900000095,4682,24.5,41961,1.700000048,52.79999924,24.10000038,22.20000076,90.57962036,1.428821683,50.92215347
West,Stanislaus,CA,5170,NA,264,370522,48.59999847,6.300000191,4.5,6732,13,32923,3.299999952,40.90000153,36.90000153,21.60000038,80.24219513,1.740787268,34.54720688
West,Sutter,CA,9340,NA,115,64415,33,7,4.800000191,4885,15.39999962,31842,4.5,30.5,50.09999847,18.89999962,76.87805939,1.616083264,40.14592743
West,Tehama,CA,NA,NA,18,49625,33.5,10,6.800000191,5038,10.19999981,25946,5,35.79999924,35.40000153,28,91.87506104,0.515869021,42.27506256
West,Trinity,CA,NA,NA,4,13063,11.69999981,9.800000191,5.199999809,3877,12.89999962,25009,0.699999988,32.59999847,31.29999924,34.70000076,92.88065338,0.405726105,46.15325546
West,Tulare,CA,8780,NA,69,311921,34.70000076,6.199999809,4.599999905,6121,11.80000019,26697,3.799999952,35.20000076,45.70000076,18.60000038,65.66886902,1.480503082,28.3895607
West,Tuolumne,CA,NA,NA,23,48456,49.59999847,10.60000038,5.900000095,3364,14.69999981,31464,0.200000003,38.09999847,35.29999924,26,90.37477112,3.200841904,49.89681244
West,Ventura,CA,4472,8735,372,669016,29.70000076,5.5,3.900000095,4427,23,50091,0.600000024,37,35.5,26.79999924,79.09616852,2.336117506,40.00606918
West,Yolo,CA,6922,9270,143,141092,27.70000076,5.599999905,4,7394,30.29999924,36866,1.899999976,53.29999924,28.10000038,17.70000076,75.91712952,2.248178482,44.25197601
West,Yuba,CA,9340,NA,97,58228,22.39999962,6.5,4,5996,9.5,24364,2.200000048,34.20000076,43.40000153,21.5,78.2115097,4.18527174,29.01525116
South,Alamance,NC,3120,NA,258,108213,11.80000019,8.899999619,5.900000095,4259,14.60000038,32810,1.399999976,36.29999924,48.29999924,15.10000038,79.81758118,19.24168015,39.46014023
South,Alexander,NC,3290,NA,108,27544,12.89999962,6.599999905,4.5,2390,7.900000095,30275,2.5,35.59999847,49.59999847,14.69999981,93.18544769,6.073917866,49.46994019
South,Alleghany,NC,NA,NA,41,9590,0.899999976,10.39999962,8.199999809,1775,9,22431,6,48,39.20000076,12.69999981,97.37226105,1.845672607,49.32221222
South,Anson,NC,NA,NA,44,23474,-8.199999809,9,6.699999809,4597,7.300000191,25838,3.299999952,61.70000076,27.29999924,10.80000019,52.24503708,47.31192017,36.37641525
South,Ashe,NC,NA,NA,53,22209,0.5,9.5,7.699999809,1595,8.100000381,22695,7.300000191,41.79999924,47,11,98.87882996,0.648385763,49.8446579
South,Avery,NC,NA,NA,60,14867,3.5,8.600000381,6,1873,12.39999962,24154,4.099999905,25.89999962,57.40000153,16.5,98.1771698,1.062756419,45.65144348
South,Beaufort,NC,NA,NA,52,42283,6.5,8.699999809,6.199999809,5026,10.80000019,26010,3.099999905,40.29999924,45.90000153,13.60000038,68.46486664,31.20402908,37.79296494
South,Bertie,NC,NA,NA,29,20388,-3.400000095,8.699999809,5.900000095,2558,8,21537,5.5,65,26,8.899999619,38.20875168,61.4626236,33.0733757
South,Bladen,NC,NA,NA,33,28663,-4.599999905,8.5,5.699999809,4095,7.699999809,22175,5,56,31.60000038,12.30000019,59.05173874,39.07127762,35.50570297
South,Brunswick,NC,NA,NA,64,50985,52.20000076,10.30000019,4.400000095,2258,10.69999981,27045,1.399999976,45.40000153,39.40000153,15,81.0748291,18.06609726,43.9344902
South,Buncombe,NC,480,NA,275,174821,12,9.199999809,6.900000095,5394,19.10000038,30889,1.299999952,43.70000076,40.90000153,15.19999981,90.93815613,8.200387955,43.18245697
South,Burke,NC,3290,NA,153,75744,6.699999809,7.800000191,5.199999809,3239,10.60000038,30647,0.699999988,41.70000076,44.5,13.69999981,91.78416443,6.836184978,39.76816559
South,Cabarrus,NC,1520,NA,284,98935,20.5,7.800000191,5.400000095,4051,12.30000019,35217,0.600000024,32.90000153,51.70000076,15.19999981,86.20407104,12.9913578,41.56567383
South,Caldwell,NC,3290,NA,152,70709,5.900000095,7.300000191,4.800000191,4282,8.899999619,30117,0.800000012,35.29999924,49,15.5,94.05591583,5.488693237,36.170784
South,Camden,NC,NA,NA,26,5904,5.400000095,8.800000191,5.300000191,1633,10.10000038,28687,2.900000095,43.09999847,38.79999924,17.89999962,74.32249451,25.08468819,45.30826569
South,Carteret,NC,NA,NA,103,52556,33.59999847,9.199999809,5.099999905,4763,16.20000076,30241,0.800000012,36.79999924,47.40000153,15.60000038,90.27513885,8.343481064,41.51571655
South,Caswell,NC,NA,NA,49,20693,0,8.5,5.800000191,2720,6.599999905,27439,7.800000191,56.5,33.40000153,9.899999619,58.7396698,40.76741028,40.4146347
South,Catawba,NC,3290,NA,305,118412,15.80000019,7.300000191,4.599999905,5675,14.19999981,33456,0.699999988,33.09999847,51.5,15.19999981,89.83042145,9.026956558,41.72634506
South,Chatham,NC,6640,NA,59,38759,20.39999962,8.699999809,5.699999809,3892,19.5,32201,4,51.20000076,35.40000153,13.10000038,75.91268921,22.82050705,47.92951202
South,Cherokee,NC,NA,NA,45,20170,7.599999905,11.30000019,7.599999905,2493,8,22788,1.299999952,42.09999847,45.90000153,11.89999962,95.75111389,1.789786816,43.42092133
South,Chowan,NC,NA,NA,80,13506,9.300000191,10.30000019,7.300000191,2360,12.19999981,25000,4,47.40000153,36.90000153,15.5,61.81697083,37.66474152,33.36294937
South,Clay,NC,NA,NA,34,7155,9.899999619,12.5,7.800000191,1334,12.60000038,22750,3.599999905,40.40000153,47.70000076,11.69999981,98.68623352,0.573025882,55.34591293
South,Cleveland,NC,NA,NA,187,84714,4.199999809,8.100000381,5.5,4962,11.10000038,31281,1.899999976,42.70000076,44.70000076,12.39999962,78.33651733,20.94222832,36.02946472
South,Columbus,NC,NA,NA,54,49587,-1.600000024,8.199999809,5.199999809,4455,9.100000381,22474,5.900000095,60.59999847,28.89999962,10.39999962,66.34198761,30.61487961,38.14709473
South,Craven,NC,NA,NA,121,81613,18.20000076,7.300000191,3.900000095,5406,15.10000038,29109,1.299999952,39.5,45.79999924,14.5,71.87580109,25.87332916,30.98403358
South,Cumberland,NC,2560,NA,425,274566,12.19999981,4.099999905,2.099999905,9047,16.60000038,27966,0.400000006,47,42.09999847,10.5,61.94102859,31.86701965,23.48069382
South,Currituck,NC,5720,NA,56,13736,33.09999847,7.800000191,4.699999809,2887,8.199999809,31422,2.700000048,36.5,41.29999924,22,87.73296356,11.24781609,38.56290054
South,Dare,NC,NA,NA,62,22746,77.40000153,8.300000191,4.099999905,8315,21.39999962,34891,0.200000003,36.70000076,40.70000076,22.29999924,95.69155121,3.565462112,47.02365112
South,Davidson,NC,3120,NA,235,126677,14.69999981,7.300000191,4.699999809,4398,10,32290,1.5,33.09999847,50,16.70000076,89.43691254,9.720786095,39.25337601
South,Davie,NC,3120,NA,107,27859,15.60000038,8.300000191,5.5,2571,14.69999981,34719,3.700000048,29.70000076,54.90000153,15.39999962,90.43396759,8.90914917,44.46318817
South,Duplin,NC,NA,NA,50,39995,-0.899999976,8.300000191,5.699999809,3534,6.599999905,24156,8.899999619,49.59999847,38.5,11.89999962,64.82559967,33.15164566,34.37179565
South,Durham,NC,6640,NA,647,181835,23.5,6.099999905,4.599999905,8375,33.40000153,38578,0.200000003,57.20000076,33.40000153,9.100000381,60.43170929,37.20625687,45.47089386
South,Edgecombe,NC,6895,NA,111,56558,0.400000006,7.5,4.800000191,6880,8.100000381,26092,2.400000095,56.79999924,31.89999962,11.10000038,43.61009979,55.979702,34.75547409
South,Forsyth,NC,3120,NA,661,265878,11.19999981,7.099999905,5.199999809,7976,24.10000038,37923,0.400000006,42.09999847,45.40000153,12.30000019,74.06329346,24.86177826,43.73208618
South,Franklin,NC,6640,NA,77,36414,26.20000076,7.800000191,5.599999905,3132,9.199999809,29180,4.599999905,49.09999847,35.20000076,15.5,63.95342636,35.26940155,36.43104172
South,Gaston,NC,1520,NA,501,175093,9.899999619,7.199999809,4.900000095,6691,10.80000019,32656,0.400000006,31.10000038,56.5,12.19999981,86.16449738,12.95083141,35.08706665
South,Gates,NC,NA,NA,28,9305,6.400000095,8.699999809,5.900000095,1804,7.400000095,27829,9.300000191,57.5,30.20000076,12.19999981,54.81998825,44.92208481,41.20365524
South,Graham,NC,NA,NA,25,7196,2.400000095,9.699999809,6.400000095,833,10,19654,3.5,40,49.5,10.39999962,93.53807831,0.01389661,53.86325836
South,Granville,NC,NA,NA,74,38345,15.10000038,7.300000191,5.099999905,4801,9.600000381,31708,4.300000191,50.90000153,37.40000153,10.89999962,60.16168976,38.88121033,31.62863541
South,Greene,NC,NA,NA,59,15384,-2.200000048,7.5,4.800000191,2462,8.899999619,27206,7.199999809,48.29999924,38,13.60000038,56.85777283,42.38819504,37.25949097
South,Guilford,NC,3120,NA,550,347420,12.80000019,7,4.900000095,7990,24.79999924,36754,0.600000024,45.29999924,41.09999847,13.39999962,71.83927155,26.38161278,42.13890839
South,Halifax,NC,NA,NA,77,55516,2,8.399999619,5.800000191,5429,8.600000381,22507,2,55.90000153,32.40000153,11.5,46.84955597,49.69017792,32.07003403
South,Harnett,NC,NA,NA,117,67822,16.60000038,7,4.699999809,5895,9.5,25770,3.200000048,40.5,46.59999847,12.80000019,75.36934662,22.58116913,30.86314201
South,Haywood,NC,NA,NA,87,46942,3.299999952,10.69999981,7.5,3473,12.80000019,26820,3.099999905,49.40000153,34.70000076,15.69999981,98.01670074,1.380426884,44.75522995
South,Henderson,NC,NA,NA,192,69285,22.5,12.89999962,9,3408,19.5,31331,1.799999952,32.5,51.40000153,15.89999962,95.48675537,3.407664061,47.73327637
South,Hertford,NC,NA,NA,64,22523,-3.599999905,8.399999619,6.199999809,3949,10.69999981,21696,2.299999952,60.09999847,28.79999924,11,40.90929413,57.58557892,34.06295776
South,Hoke,NC,NA,NA,60,22856,14.89999962,5.800000191,3.5,3879,8.399999619,25601,2.5,58.90000153,27,14,42.15523148,43.21841049,27.72576141
South,Hyde,NC,NA,NA,9,5411,-8.699999809,9.100000381,7.5,909,7.699999809,19929,7.699999809,52.70000076,32.29999924,14.89999962,66.45721436,32.91443253,42.28423691
South,Iredell,NC,NA,NA,169,92931,17.29999924,7.800000191,5.400000095,2197,11.80000019,33249,1.799999952,34,49.79999924,15.89999962,83.07991791,16.00004387,41.94509888
South,Jackson,NC,NA,NA,56,26846,6.699999809,7.900000095,5.900000095,2573,19.70000076,25826,0.699999988,49.79999924,37,13.10000038,87.94233704,1.583103657,43.05296707
South,Johnston,NC,6640,NA,109,81306,22,7.800000191,4.900000095,5914,11.10000038,30269,4.900000095,35.59999847,48.70000076,15.60000038,80.89562988,17.69734001,38.96268463
South,Jones,NC,NA,NA,20,9414,-2.900000095,9,5.300000191,0,8.100000381,24137,5.400000095,51,37.40000153,11.5,60.41002655,39.05884933,40.85404587
South,Lee,NC,NA,NA,168,41374,17.5,8.300000191,4.800000191,7931,14.30000019,31751,2.200000048,39.90000153,45.40000153,14.5,75.448349,22.72200012,35.43046188
South,Lenoir,NC,NA,NA,145,57274,-3,8.399999619,5.300000191,6374,11.5,26570,2.799999952,44.29999924,45,10.60000038,59.92596817,39.35293579,34.64399338
South,Lincoln,NC,1520,NA,176,50319,24.10000038,7.199999809,4.400000095,3535,10.5,32435,1.799999952,36.5,49.29999924,14.10000038,90.84043884,8.16391468,44.42655945
South,McDowell,NC,NA,NA,82,35681,3,8.5,6,3585,8.100000381,27018,0.899999976,39.90000153,45.79999924,14.10000038,95.01135254,4.1450634,37.26072693
South,Macon,NC,NA,NA,47,23499,20.29999924,12.89999962,9.600000381,1040,13.19999981,25655,2.200000048,41,42.5,16.20000076,97.53180695,1.638367534,47.99778748
South,Madison,NC,480,NA,38,16953,2.599999905,9.199999809,7.5,977,11.30000019,23963,13.39999962,49.79999924,39.09999847,10.69999981,98.7671814,0.802217901,47.12440109
South,Martin,NC,NA,NA,55,25078,-2.799999952,8.800000191,5.699999809,5806,9.5,25124,5.699999809,50.79999924,36.90000153,12.19999981,54.98046112,44.6048317,31.96427155
South,Mecklenburg,NC,1520,NA,1020,511433,33,5.699999809,3.700000048,11154,28.29999924,40904,0.100000001,42.5,43.59999847,13.69999981,71.29985809,26.29239845,44.65394211
South,Mitchell,NC,NA,NA,66,14433,0.899999976,9.800000191,7.900000095,1616,9.199999809,24063,3.400000095,24.60000038,62.79999924,12.5,99.45264435,0.159357026,48.60389328
South,Montgomery,NC,NA,NA,47,23346,3.799999952,8.300000191,5.300000191,4004,7.800000191,26402,2,48.29999924,38.70000076,12.89999962,71.84528351,25.70461655,39.24012756
South,Moore,NC,NA,NA,88,59013,21.29999924,13.30000019,7.5,4208,19.89999962,32747,1.600000024,36.29999924,46.79999924,16.70000076,80.42973328,18.44000435,45.05956268
South,Nash,NC,6895,NA,149,76677,19.89999962,7.599999905,4.800000191,6576,13.69999981,31094,2.400000095,36.20000076,48.29999924,15.19999981,67.65261841,31.48532104,38.97648621
South,New Hanover,NC,9200,NA,643,120284,23.5,7.800000191,4.699999809,9778,21.20000076,33649,0,38.90000153,46.70000076,14.19999981,78.89245605,20.03342056,43.35905075
South,Northampton,NC,NA,NA,39,20798,-6.699999809,10.39999962,6.5,2403,8.800000191,21629,4.900000095,65.19999695,23.20000076,11.5,40.37407303,59.27492905,38.30656815
South,Onslow,NC,3605,NA,188,149838,28.10000038,2.900000095,1.5,4928,13.39999962,24857,0.800000012,33.09999847,48.70000076,18,74.7066803,19.89348412,16.22952843
South,Orange,NC,6640,NA,249,93851,29.39999962,5.099999905,3.599999905,6848,46.09999847,40685,1.100000024,60.5,27.5,11.69999981,80.84197235,15.8687706,50.39903641
South,Pamlico,NC,NA,NA,35,11372,12.30000019,10.19999981,6.599999905,2103,11.60000038,26168,1.600000024,44.79999924,38.79999924,16.29999924,73.53147888,25.94970131,43.74780273
South,Pasquotank,NC,NA,NA,142,31298,13.5,8.199999809,5.699999809,4923,14.39999962,26802,2.299999952,49.09999847,35.70000076,15,61.99437714,37.00875473,30.6121788
South,Pender,NC,NA,NA,36,28855,39.40000153,9.300000191,5,1790,11.60000038,27728,2.799999952,46.90000153,39.09999847,13.89999962,68.71599579,30.39334679,43.07745743
South,Perquimans,NC,NA,NA,43,10447,10.89999962,10.89999962,7.300000191,2072,8.800000191,21866,7.199999809,46.90000153,36.79999924,16.10000038,66.80386353,32.79410172,37.12070465
South,Person,NC,NA,NA,79,30180,6.099999905,8.300000191,5.900000095,2853,7.599999905,31171,5.5,42.29999924,43.59999847,14,68.7210083,30.17230034,33.8966217
South,Pitt,NC,3150,NA,173,107924,24.70000076,6,3.900000095,4214,21.89999962,30166,1.899999976,45,41.59999847,13.19999981,65.45624542,33.28360748,36.96582794
South,Polk,NC,NA,NA,63,14416,14.69999981,13.69999981,10.89999962,1802,20.10000038,31864,2.200000048,39,45.79999924,15.10000038,92.09211731,7.304384232,52.25444031
South,Randolph,NC,3120,NA,140,106546,20.89999962,7.400000095,4.800000191,2715,9.100000381,31274,2,29,53.20000076,17.70000076,92.95703125,5.975822449,36.51192856
South,Richmond,NC,NA,NA,95,44518,-0.200000003,8.800000191,5.400000095,4487,7.900000095,26747,1.200000048,58.90000153,28,13,69.22143555,28.90740776,34.93643188
South,Robeson,NC,NA,NA,114,105179,6.099999905,6.599999905,4.099999905,4039,11,23201,3.099999905,63.59999847,25.5,10.80000019,36.11557388,24.89565468,28.97346497
South,Rockingham,NC,NA,NA,153,86064,4.199999809,8.399999619,5.900000095,4455,8.800000191,30574,1.899999976,44.40000153,40.5,14.89999962,78.88664246,20.38947678,36.33226395
South,Rowan,NC,1520,NA,222,110605,14.39999962,8.899999619,6.300000191,4655,11.69999981,31169,1.100000024,33.5,49.79999924,16.5,83.04416656,16.06889343,38.63478088
South,Rutherford,NC,NA,NA,103,56918,7.699999809,8.899999619,6.599999905,3561,9.800000191,28429,1.399999976,38.59999847,48,13.30000019,88.0793457,11.4445343,35.71629333
South,Sampson,NC,NA,NA,51,47297,-2.400000095,8.5,5.800000191,3874,8.100000381,24196,6.300000191,46.79999924,43.09999847,10,64.00617218,33.1648941,39.2583046
South,Scotland,NC,NA,NA,107,33754,5.900000095,6.800000191,4.300000191,2802,13.60000038,26980,0.899999976,55.29999924,31.79999924,12.80000019,56.36368942,36.07276154,27.73004723
South,Stanly,NC,NA,NA,134,51765,9,8.699999809,5.900000095,4556,9.399999619,29548,1.799999952,35.70000076,50.90000153,13.19999981,87.45098114,11.5367527,41.85066986
South,Stokes,NC,3120,NA,85,37223,16.5,6.699999809,4.800000191,2514,7.300000191,31831,6.400000095,38.79999924,47.90000153,13.10000038,93.80490875,5.558391094,44.74921417
South,Surry,NC,NA,NA,117,61704,5.900000095,8.600000381,6.199999809,3140,9.399999619,27750,3.5,40,46.29999924,13.5,94.61785126,4.50538063,38.00888062
South,Swain,NC,NA,NA,22,11268,11.69999981,8.600000381,6.699999809,2396,9.899999619,19533,1,48.90000153,37.90000153,13.10000038,70.5537796,1.73943913,38.42740631
South,Transylvania,NC,NA,NA,69,25520,11.10000038,11.39999962,7.099999905,2144,17.89999962,30613,0.800000012,39,45.59999847,15.30000019,94.51802826,4.659090996,51.47727203
South,Tyrrell,NC,NA,NA,10,3856,-3.900000095,9.800000191,7.800000191,3547,7.599999905,18377,5.900000095,55.40000153,33,11.30000019,59.56950378,40.01556015,43.41286469
South,Union,NC,1520,NA,140,84211,26.60000038,5.900000095,3.700000048,4985,13.19999981,35524,2.900000095,33.70000076,51.70000076,14.39999962,83.15184784,15.94447327,37.99028778
South,Vance,NC,NA,NA,157,38892,8.300000191,7.699999809,5.300000191,6578,9.5,25588,1.799999952,51.5,37.09999847,11.30000019,54.37107849,45.02725601,32.91165161
South,Wake,NC,6640,NA,548,423380,51.70000076,4.699999809,3.099999905,6057,35.29999924,44302,0.699999988,42.90000153,41.79999924,15,76.52959442,20.79857254,49.00255203
South,Warren,NC,NA,NA,41,17265,7.400000095,10.60000038,7.300000191,1670,7.099999905,20554,4.599999905,65.30000305,24.79999924,9.699999809,38.1870842,57.03446198,41.26846313
South,Washington,NC,NA,NA,41,13997,-4.400000095,8.300000191,5.5,4344,8.699999809,25863,4.300000191,55.20000076,33.90000153,10.69999981,53.98299789,45.48117447,37.52947235
South,Watauga,NC,NA,NA,122,36952,20,6.300000191,4.300000191,2862,27.39999962,27752,3.400000095,43,41.09999847,15.60000038,97.23425293,2.078372002,52.02695465
South,Wayne,NC,2980,NA,195,104666,11,6.400000095,3.799999952,4413,12.69999981,27444,2.299999952,37.40000153,52.29999924,10.19999981,66.08831787,32.28651047,26.30462646
South,Wilkes,NC,NA,NA,79,59393,2.299999952,7.800000191,5.400000095,2184,8.800000191,26476,2.5,33.5,52.59999847,13.89999962,94.68624115,4.754768848,40.18655396
South,Wilson,NC,NA,NA,180,66061,5.699999809,7.800000191,5,6460,14.39999962,29312,3.400000095,44.09999847,44.40000153,11.5,61.49316406,37.68638229,34.72093964
South,Yadkin,NC,3120,NA,93,30488,10.30000019,8.600000381,6.300000191,1967,7.099999905,30626,5.300000191,30.20000076,56.29999924,13.30000019,94.73891449,4.247572899,42.56428909
South,Yancey,NC,NA,NA,50,15419,4.900000095,9.899999619,7.300000191,0,10,22659,7.199999809,46.5,43.40000153,10,98.71587372,0.979311228,59.71852875
